ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
22713	"ENSG00000108510.10"	"MED13"	chr17	-	62029553	62030000	62029553	62029651	62029850	62030000	22713	1,2,3	31,54,41	1,2,4	22,37,37	298	149	0.481609349506	1.0	0.016,0.018,0.035	0.022,0.026,0.051	-0.01
22714	"ENSG00000001460.18"	"STPG1"	chr1	-	24401078	24401456	24401078	24401215	24401318	24401456	22714	8,1,3	1,5,1	3,0,0	3,4,4	252	149	0.00266567902869	0.0648445647376	0.825,0.106,0.639	0.372,0.0,0.0	0.399
22715	"ENSG00000264187.1"	"AC055811.2"	chr17	-	17204009	17204429	17204009	17204060	17204392	17204429	22715	21,36,15	1,0,0	11,11,16	0,0,0	298	149	1	1.0	0.913,1.0,1.0	1.0,1.0,1.0	-0.029
22716	"ENSG00000264187.1"	"AC055811.2"	chr17	-	17204009	17204429	17204009	17204074	17204392	17204429	22716	21,36,15	0,0,1	11,11,16	0,0,0	298	149	1	1.0	1.0,1.0,0.882	1.0,1.0,1.0	-0.039
22718	"ENSG00000072310.17"	"SREBF1"	chr17	-	17816206	17816541	17816206	17816373	17816456	17816541	22718	16,20,16	293,316,230	19,20,12	197,277,279	232	149	0.696628150451	1.0	0.034,0.039,0.043	0.058,0.044,0.027	-0.004
22719	"ENSG00000072310.17"	"SREBF1"	chr17	-	17817255	17817587	17817255	17817457	17817547	17817587	22719	20,7,11	4,0,4	6,7,16	9,1,6	239	149	0.11268177597	0.694447766095	0.757,1.0,0.632	0.294,0.814,0.624	0.219
22720	"ENSG00000072310.17"	"SREBF1"	chr17	-	17819030	17819454	17819030	17819234	17819319	17819454	22720	10,17,17	134,126,151	10,15,10	83,99,85	234	149	0.488637948817	1.0	0.045,0.079,0.067	0.071,0.088,0.07	-0.013
22721	"ENSG00000177731.16"	"FLII"	chr17	-	18246326	18246755	18246326	18246462	18246593	18246755	22721	65,85,75	1530,1186,1403	94,60,64	1239,1235,1528	280	149	0.98296949133	1.0	0.022,0.037,0.028	0.039,0.025,0.022	0.0
22722	"ENSG00000177731.16"	"FLII"	chr17	-	18246544	18246922	18246544	18246828	18246912	18246922	22722	79,72,70	3341,3152,2868	79,88,98	3185,2914,3703	233	149	0.284673207018	1.0	0.015,0.014,0.015	0.016,0.019,0.017	-0.003
22723	"ENSG00000177731.16"	"FLII"	chr17	-	18246593	18246922	18246593	18246828	18246914	18246922	22723	127,135,128	0,0,0	154,124,140	0,0,2	235	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.978	0.007
22724	"ENSG00000177731.16"	"FLII"	chr17	-	18246593	18246922	18246593	18246828	18246916	18246922	22724	156,160,146	0,0,0	182,152,178	1,0,0	237	149	1	1.0	1.0,1.0,1.0	0.991,1.0,1.0	0.003
22725	"ENSG00000177731.16"	"FLII"	chr17	-	18246912	18247279	18246912	18247052	18247168	18247279	22725	96,113,96	1570,1404,1454	128,85,105	1542,1481,1505	265	149	0.917539871806	1.0	0.033,0.043,0.036	0.045,0.031,0.038	-0.001
22726	"ENSG00000177731.16"	"FLII"	chr17	-	18246914	18247357	18246914	18246922	18247175	18247357	22726	3418,3191,2969	1,0,0	3264,2966,3738	0,0,0	298	149	1	1.0	0.999,1.0,1.0	1.0,1.0,1.0	-0.0
22727	"ENSG00000177731.16"	"FLII"	chr17	-	18246912	18247279	18246912	18247052	18247240	18247279	22727	359,345,319	0,0,1	376,332,407	0,0,0	298	149	1	1.0	1.0,1.0,0.994	1.0,1.0,1.0	-0.002
22728	"ENSG00000177731.16"	"FLII"	chr17	-	18247689	18248033	18247689	18247842	18247928	18248033	22728	17,9,15	0,1,1	20,15,12	1,0,6	235	149	1	1.0	1.0,0.851,0.905	0.927,1.0,0.559	0.09
22729	"ENSG00000177731.16"	"FLII"	chr17	-	18247689	18248033	18247689	18247848	18247928	18248033	22729	18,10,19	213,194,189	20,16,12	158,133,182	229	149	0.279184169009	1.0	0.052,0.032,0.061	0.076,0.073,0.041	-0.015
22730	"ENSG00000177731.16"	"FLII"	chr17	-	18248549	18248806	18248549	18248721	18248799	18248806	22730	34,27,16	2370,2372,2213	28,38,37	2357,2303,2591	227	149	1	1.0	0.009,0.007,0.005	0.008,0.011,0.009	-0.002
22731	"ENSG00000177731.16"	"FLII"	chr17	-	18248691	18248883	18248691	18248710	18248799	18248883	22731	34,23,21	0,0,1	30,37,36	0,0,0	238	149	1	1.0	1.0,1.0,0.929	1.0,1.0,1.0	-0.024
22732	"ENSG00000177731.16"	"FLII"	chr17	-	18248799	18249222	18248799	18248883	18249126	18249222	22732	20,25,16	2668,2615,2350	29,24,34	2712,2540,2933	298	149	1	1.0	0.004,0.005,0.003	0.005,0.005,0.006	-0.001
22733	"ENSG00000177731.16"	"FLII"	chr17	-	18249126	18249378	18249126	18249201	18249319	18249378	22733	27,31,29	0,0,0	31,31,37	0,0,1	267	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.954	0.015
22734	"ENSG00000177731.16"	"FLII"	chr17	-	18249126	18249378	18249126	18249201	18249325	18249378	22734	29,37,33	1146,1019,1020	32,34,39	1090,1008,1218	273	149	0.937156996745	1.0	0.014,0.019,0.017	0.016,0.018,0.017	-0.0
22735	"ENSG00000177731.16"	"FLII"	chr17	-	18250837	18251315	18250837	18251017	18251264	18251315	22735	53,56,69	208,188,216	50,63,57	171,156,208	298	149	0.5409873405	1.0	0.113,0.13,0.138	0.128,0.168,0.121	-0.012
22736	"ENSG00000177731.16"	"FLII"	chr17	-	18251444	18251813	18251444	18251477	18251679	18251813	22736	52,50,59	123,141,212	53,68,49	128,100,172	298	149	0.175915893373	0.890433323194	0.174,0.151,0.122	0.172,0.254,0.125	-0.035
22737	"ENSG00000177731.16"	"FLII"	chr17	-	18251679	18252053	18251679	18251813	18251998	18252053	22737	29,49,30	906,873,961	32,54,48	711,787,831	298	149	0.0161479856906	0.210308289828	0.016,0.027,0.015	0.022,0.033,0.028	-0.008
22738	"ENSG00000177731.16"	"FLII"	chr17	-	18251679	18252053	18251679	18251816	18251998	18252053	22738	24,42,25	761,687,732	30,52,39	753,683,846	298	149	0.137802881076	0.779048187178	0.016,0.03,0.017	0.02,0.037,0.023	-0.006
22739	"ENSG00000177731.16"	"FLII"	chr17	-	18251679	18252053	18251679	18251813	18252001	18252053	22739	44,55,51	0,0,0	49,75,65	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.97	0.01
22740	"ENSG00000177731.16"	"FLII"	chr17	-	18254154	18254597	18254154	18254178	18254520	18254597	22740	6,5,6	1,0,0	5,4,5	1,0,0	298	149	1	1.0	0.75,1.0,1.0	0.714,1.0,1.0	0.012
22741	"ENSG00000177731.16"	"FLII"	chr17	-	18254154	18254619	18254154	18254182	18254520	18254619	22741	5,5,6	225,241,242	5,4,5	221,223,236	298	149	1	1.0	0.011,0.01,0.012	0.011,0.009,0.01	0.001
22742	"ENSG00000177302.15"	"TOP3A"	chr17	-	18285141	18285626	18285141	18285307	18285406	18285626	22742	0,0,1	26,35,27	1,0,0	35,20,37	248	149	1	1.0	0.0,0.0,0.022	0.017,0.0,0.0	0.002
22743	"ENSG00000177302.15"	"TOP3A"	chr17	-	18290499	18290916	18290499	18290686	18290841	18290916	22743	0,2,0	14,9,10	1,0,0	16,12,7	298	149	1	1.0	0.0,0.1,0.0	0.03,0.0,0.0	0.023
22746	"ENSG00000169718.18"	"DUS1L"	chr17	-	82058015	82058445	82058015	82058254	82058340	82058445	22746	22,9,10	123,76,80	9,10,8	74,103,95	235	149	0.137374196174	0.777589286093	0.102,0.07,0.073	0.072,0.058,0.051	0.021
22747	"ENSG00000169718.18"	"DUS1L"	chr17	-	82060599	82060951	82060599	82060780	82060860	82060951	22747	38,29,25	0,0,0	19,15,26	4,1,1	229	149	0.00760811648209	0.129941493233	1.0,1.0,1.0	0.756,0.907,0.944	0.131
22748	"ENSG00000169718.18"	"DUS1L"	chr17	-	82060700	82060954	82060700	82060783	82060860	82060954	22748	25,20,10	2,2,2	9,14,11	5,4,3	226	149	0.0167640616362	0.21487513835	0.892,0.868,0.767	0.543,0.698,0.707	0.193
22749	"ENSG00000169718.18"	"DUS1L"	chr17	-	82060700	82060954	82060700	82060783	82060864	82060954	22749	12,13,11	1046,906,755	8,12,8	1012,989,1121	230	149	1	1.0	0.007,0.009,0.009	0.005,0.008,0.005	0.002
22750	"ENSG00000169718.18"	"DUS1L"	chr17	-	82061257	82061717	82061257	82061353	82061641	82061717	22750	60,50,55	0,0,0	42,50,51	1,0,2	298	149	0.331717871103	1.0	1.0,1.0,1.0	0.955,1.0,0.927	0.039
22751	"ENSG00000169718.18"	"DUS1L"	chr17	-	82061641	82061983	82061641	82061717	82061900	82061983	22751	27,12,13	0,0,2	9,11,19	0,0,2	298	149	1	1.0	1.0,1.0,0.765	1.0,1.0,0.826	-0.02
22752	"ENSG00000169718.18"	"DUS1L"	chr17	-	82061641	82061983	82061641	82061721	82061900	82061983	22752	22,10,11	196,146,194	4,6,8	178,180,205	298	149	0.000776272430658	0.0286174457634	0.053,0.033,0.028	0.011,0.016,0.019	0.023
22753	"ENSG00000108448.21"	"TRIM16L"	chr17	+	18698009	18699275	18698009	18698423	18699153	18699275	22753	2,3,2	0,0,0	3,0,3	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.0,1.0	0.333
22754	"ENSG00000080845.17"	"DLGAP4"	chr20	+	36499241	36499659	36499241	36499321	36499587	36499659	22754	6,11,11	0,1,0	6,5,5	0,0,0	298	149	1	1.0	1.0,0.846,1.0	1.0,1.0,1.0	-0.051
22756	"ENSG00000108641.17"	"B9D1"	chr17	-	19343056	19343857	19343056	19343441	19343789	19343857	22756	2,0,2	1,1,0	2,1,3	0,0,0	298	149	0.0496711002288	0.428331230307	0.5,0.0,1.0	1.0,1.0,1.0	-0.5
22758	"ENSG00000108641.17"	"B9D1"	chr17	-	19346949	19347322	19346949	19347173	19347268	19347322	22758	2,0,3	0,1,0	1,1,1	1,1,0	244	149	1	1.0	1.0,0.0,1.0	0.379,0.379,1.0	0.081
22759	"ENSG00000125954.12"	"CHURC1-FNTB"	chr14	+	65027452	65027765	65027452	65027599	65027697	65027765	22759	1,2,0	18,6,7	0,0,4	3,8,2	247	149	0.501794117722	1.0	0.032,0.167,0.0	0.0,0.0,0.547	-0.116
22760	"ENSG00000125954.12"	"CHURC1-FNTB"	chr14	+	65032358	65032696	65032358	65032503	65032609	65032696	22760	2,0,2	1,4,5	0,0,0	3,0,3	255	149	1	1.0	0.539,0.0,0.189	0.0,NA,0.0	0.243
22761	"ENSG00000125954.12"	"CHURC1-FNTB"	chr14	+	65032358	65032696	65032358	65032521	65032609	65032696	22761	2,0,2	0,0,2	0,0,2	1,0,0	237	149	1	1.0	1.0,NA,0.386	0.0,NA,1.0	0.193
22762	"ENSG00000108602.18"	"ALDH3A1"	chr17	-	19737983	19738446	19737983	19738235	19738322	19738446	22762	15,12,20	79,72,58	10,10,14	90,75,93	236	149	0.0348436444613	0.344504406572	0.107,0.095,0.179	0.066,0.078,0.087	0.05
22763	"ENSG00000108602.18"	"ALDH3A1"	chr17	-	19737988	19738446	19737988	19738235	19738349	19738446	22763	54,47,53	0,0,1	45,51,72	0,0,0	263	149	1	1.0	1.0,1.0,0.968	1.0,1.0,1.0	-0.011
22764	"ENSG00000108602.18"	"ALDH3A1"	chr17	-	19743401	19743599	19743401	19743463	19743569	19743599	22764	15,13,17	15,5,9	21,15,18	7,6,4	255	149	0.0764083582551	0.554275542195	0.369,0.603,0.525	0.637,0.594,0.724	-0.153
22765	"ENSG00000108602.18"	"ALDH3A1"	chr17	-	19744967	19745459	19744967	19745134	19745446	19745459	22765	51,39,45	1,1,6	38,30,35	5,2,4	298	149	0.21139005064	0.982167868435	0.962,0.951,0.789	0.792,0.882,0.814	0.071
22766	"ENSG00000213341.11"	"CHUK"	chr10	-	100218717	100219018	100218717	100218825	100219007	100219018	22766	2,4,2	185,218,179	0,0,2	152,175,180	298	149	1	1.0	0.005,0.009,0.006	0.0,0.0,0.006	0.005
22767	"ENSG00000185187.13"	"SIGIRR"	chr11	-	405715	406157	405715	406059	406141	406157	22767	28,14,36	20,13,19	11,12,19	26,24,23	231	149	0.00108929921326	0.0360234097666	0.475,0.41,0.55	0.214,0.244,0.348	0.21
22768	"ENSG00000185187.13"	"SIGIRR"	chr11	-	406426	406993	406426	406513	406842	406993	22768	4,4,10	0,0,1	1,1,4	0,0,0	298	149	1	1.0	1.0,1.0,0.833	1.0,1.0,1.0	-0.056
22769	"ENSG00000185187.13"	"SIGIRR"	chr11	-	406842	407269	406842	406993	407061	407269	22769	9,5,7	49,48,38	2,6,2	39,23,34	217	149	0.201718997136	0.956352335071	0.112,0.067,0.112	0.034,0.152,0.039	0.022
22770	"ENSG00000185187.13"	"SIGIRR"	chr11	-	406875	407269	406875	406993	407079	407269	22770	9,7,11	0,0,0	4,7,3	1,0,0	235	149	1	1.0	1.0,1.0,1.0	0.717,1.0,1.0	0.094
22771	"ENSG00000185187.13"	"SIGIRR"	chr11	-	407079	407534	407079	407164	407424	407534	22771	68,62,55	21,22,22	46,48,81	12,19,21	298	149	0.470574829215	1.0	0.618,0.585,0.556	0.657,0.558,0.659	-0.038
22772	"ENSG00000185187.13"	"SIGIRR"	chr11	-	407079	407568	407079	407269	407424	407568	22772	60,55,47	0,2,2	42,50,76	3,1,0	298	149	0.738268645473	1.0	1.0,0.932,0.922	0.875,0.962,1.0	0.006
22773	"ENSG00000109083.13"	"IFT20"	chr17	-	28328886	28329279	28328886	28329068	28329172	28329279	22773	3,3,0	0,0,2	5,0,5	0,0,0	253	149	1	1.0	1.0,1.0,0.0	1.0,NA,1.0	-0.333
22774	"ENSG00000109083.13"	"IFT20"	chr17	-	28331858	28332176	28331858	28331987	28332145	28332176	22774	0,1,6	36,28,34	3,0,3	20,21,12	298	149	0.678514699144	1.0	0.0,0.018,0.081	0.07,0.0,0.111	-0.027
22775	"ENSG00000258924.4"	"AC002094.1"	chr17	+	28360150	28360571	28360150	28360238	28360528	28360571	22775	0,0,1	0,3,1	1,1,0	0,0,0	298	149	1	1.0	NA,0.0,0.333	1.0,1.0,NA	-0.834
22776	"ENSG00000198242.14"	"RPL23A"	chr17	+	28720078	28720544	28720078	28720213	28720413	28720544	22776	44,36,34	0,0,1	73,51,67	0,0,0	298	149	1	1.0	1.0,1.0,0.944	1.0,1.0,1.0	-0.019
22777	"ENSG00000198242.14"	"RPL23A"	chr17	+	28720263	28720544	28720263	28720328	28720413	28720544	22777	43,37,35	0,1,0	72,48,68	0,4,2	234	149	0.151240505117	0.820754990902	1.0,0.959,1.0	1.0,0.884,0.956	0.04
22778	"ENSG00000198242.14"	"RPL23A"	chr17	+	28720413	28720894	28720413	28720430	28720706	28720894	22778	1605,1075,787	22,21,24	1162,1032,1360	49,33,53	298	149	7.56487545469e-05	0.0055877924937	0.973,0.962,0.943	0.922,0.94,0.928	0.029
22779	"ENSG00000198242.14"	"RPL23A"	chr17	+	28723535	28723933	28723535	28723640	28723866	28723933	22779	0,0,3	61,29,40	2,1,4	60,36,50	298	149	0.755766978158	1.0	0.0,0.0,0.036	0.016,0.014,0.038	-0.011
22780	"ENSG00000132591.12"	"ERAL1"	chr17	+	28856263	28856579	28856263	28856391	28856504	28856579	22780	3,1,6	122,108,123	0,0,3	103,94,104	262	149	0.761324779733	1.0	0.014,0.005,0.027	0.0,0.0,0.016	0.01
22781	"ENSG00000132591.12"	"ERAL1"	chr17	+	28857938	28858437	28857938	28857985	28858145	28858437	22781	11,6,7	193,150,235	4,8,11	155,172,192	298	149	0.872925210324	1.0	0.028,0.02,0.015	0.013,0.023,0.028	-0.0
22782	"ENSG00000132591.12"	"ERAL1"	chr17	+	28857938	28858437	28857938	28857985	28858373	28858437	22782	1,5,3	0,0,0	5,4,2	0,1,1	298	149	1	1.0	1.0,1.0,1.0	1.0,0.667,0.5	0.278
22783	"ENSG00000132591.12"	"ERAL1"	chr17	+	28858021	28858437	28858021	28858207	28858373	28858437	22783	2,6,3	80,58,46	8,3,1	53,65,46	298	149	0.739182863149	1.0	0.012,0.049,0.032	0.07,0.023,0.011	-0.004
22784	"ENSG00000196535.16"	"MYO18A"	chr17	-	29090531	29090866	29090531	29090615	29090716	29090866	22784	107,129,92	4,2,0	99,155,101	0,0,0	250	149	0.711496406434	1.0	0.941,0.975,1.0	1.0,1.0,1.0	-0.028
22785	"ENSG00000196535.16"	"MYO18A"	chr17	-	29090531	29090866	29090531	29090615	29090809	29090866	22785	107,129,93	837,787,835	99,149,101	670,632,709	298	149	0.0273839827113	0.298290864421	0.06,0.076,0.053	0.069,0.105,0.066	-0.017
22786	"ENSG00000196535.16"	"MYO18A"	chr17	-	29090531	29090866	29090531	29090615	29090818	29090866	22786	115,150,104	2,0,0	103,161,109	0,0,0	298	149	1	1.0	0.966,1.0,1.0	1.0,1.0,1.0	-0.011
22787	"ENSG00000196535.16"	"MYO18A"	chr17	-	29092854	29093110	29092854	29093001	29093080	29093110	22787	103,122,68	0,1,0	95,153,96	0,0,0	228	149	1	1.0	1.0,0.988,1.0	1.0,1.0,1.0	-0.004
22788	"ENSG00000196535.16"	"MYO18A"	chr17	-	29093080	29093427	29093080	29093110	29093322	29093427	22788	137,156,94	0,1,0	112,168,114	0,0,0	298	149	1	1.0	1.0,0.987,1.0	1.0,1.0,1.0	-0.004
22789	"ENSG00000196535.16"	"MYO18A"	chr17	-	29094649	29095013	29094649	29094850	29094935	29095013	22789	80,85,85	664,578,656	120,129,123	474,515,584	234	149	9.85388794894e-07	0.000212162593828	0.071,0.086,0.076	0.139,0.138,0.118	-0.054
22790	"ENSG00000196535.16"	"MYO18A"	chr17	-	29094676	29095059	29094676	29094697	29094935	29095059	22790	1487,1505,1351	0,0,8	1381,1409,1601	0,0,0	298	149	1	1.0	1.0,1.0,0.988	1.0,1.0,1.0	-0.004
22791	"ENSG00000196535.16"	"MYO18A"	chr17	-	29094676	29095059	29094676	29094769	29094935	29095059	22791	336,322,304	0,0,24	343,432,378	0,0,0	298	149	5.37832323666e-06	0.000770985427847	1.0,1.0,0.864	1.0,1.0,1.0	-0.045
22792	"ENSG00000196535.16"	"MYO18A"	chr17	-	29094676	29095059	29094676	29094799	29094935	29095059	22792	93,69,78	0,0,46	105,163,111	0,0,42	285	149	0.861202791943	1.0	1.0,1.0,0.47	1.0,1.0,0.58	-0.037
22793	"ENSG00000196535.16"	"MYO18A"	chr17	-	29094676	29095059	29094676	29094801	29094935	29095059	22793	93,69,78	4,4,7	104,163,111	3,8,6	283	149	0.444557633834	1.0	0.924,0.901,0.854	0.948,0.915,0.907	-0.03
22794	"ENSG00000196535.16"	"MYO18A"	chr17	-	29096760	29097350	29096760	29096790	29097222	29097350	22794	441,386,437	2,1,1	414,440,415	0,1,2	298	149	1	1.0	0.991,0.995,0.995	1.0,0.995,0.99	-0.001
22795	"ENSG00000196535.16"	"MYO18A"	chr17	-	29096760	29097350	29096760	29096900	29097222	29097350	22795	398,447,420	0,0,3	436,427,497	0,2,0	298	149	1	1.0	1.0,1.0,0.986	1.0,0.991,1.0	-0.002
22796	"ENSG00000196535.16"	"MYO18A"	chr17	-	29096760	29097350	29096760	29096915	29097258	29097350	22796	411,451,442	2,0,0	466,482,455	0,0,0	298	149	1	1.0	0.99,1.0,1.0	1.0,1.0,1.0	-0.003
22797	"ENSG00000196535.16"	"MYO18A"	chr17	-	29097787	29098164	29097787	29097899	29098104	29098164	22797	12,15,14	1798,1787,1895	5,6,11	1624,1718,1764	298	149	1	1.0	0.003,0.004,0.004	0.002,0.002,0.003	0.001
22798	"ENSG00000196535.16"	"MYO18A"	chr17	-	29097787	29098164	29097787	29097899	29098108	29098164	22798	16,23,15	0,1,0	13,8,25	0,0,0	298	149	1	1.0	1.0,0.92,1.0	1.0,1.0,1.0	-0.027
22799	"ENSG00000196535.16"	"MYO18A"	chr17	-	29098104	29098442	29098104	29098224	29098354	29098442	22799	6,5,8	0,1,0	7,4,12	0,0,0	279	149	1	1.0	1.0,0.728,1.0	1.0,1.0,1.0	-0.091
22800	"ENSG00000196535.16"	"MYO18A"	chr17	-	29098104	29098442	29098104	29098224	29098355	29098442	22800	6,5,8	1886,1861,1830	7,4,12	1613,1670,1780	280	149	1	1.0	0.002,0.001,0.002	0.002,0.001,0.004	-0.001
22801	"ENSG00000196535.16"	"MYO18A"	chr17	-	29098108	29098445	29098108	29098217	29098355	29098445	22801	291,268,257	0,0,0	217,274,263	1,0,0	287	149	1	1.0	1.0,1.0,1.0	0.991,1.0,1.0	0.003
22802	"ENSG00000196535.16"	"MYO18A"	chr17	-	29120615	29121106	29120615	29120758	29120997	29121106	22802	3,3,2	8,7,11	2,1,5	13,3,9	298	149	0.812505066222	1.0	0.158,0.176,0.083	0.071,0.143,0.217	-0.005
22803	"ENSG00000254777.5"	"AC022182.1"	chr8	+	60918980	60919311	60918980	60919050	60919169	60919311	22803	2,1,0	3,0,3	0,1,5	5,3,4	268	149	0.367452078652	1.0	0.27,1.0,0.0	0.0,0.156,0.41	0.235
22804	"ENSG00000181481.14"	"RNF135"	chr17	+	30971140	30971613	30971140	30971445	30971563	30971613	22804	0,3,0	0,0,1	6,0,0	0,1,0	267	149	1	1.0	NA,1.0,0.0	1.0,0.0,NA	0.0
22805	"ENSG00000181481.14"	"RNF135"	chr17	+	30997241	30997662	30997241	30997331	30997456	30997662	22805	0,0,0	2,0,0	2,0,0	0,0,0	274	149	1	1.0	0.0,NA,NA	1.0,NA,NA	-1.0
22806	"ENSG00000215769.8"	"ARHGAP27P1-BPTFP1-KPNA2P3"	chr17	-	64758241	64758556	64758241	64758379	64758528	64758556	22806	16,15,21	171,197,154	10,8,18	167,139,185	298	149	0.17273855035	0.881951443122	0.045,0.037,0.064	0.029,0.028,0.046	0.014
22807	"ENSG00000215769.8"	"ARHGAP27P1-BPTFP1-KPNA2P3"	chr17	-	64762686	64763066	64762686	64762710	64763023	64763066	22807	12,22,24	5,4,2	12,7,15	0,1,5	298	149	0.53481856072	1.0	0.545,0.733,0.857	1.0,0.778,0.6	-0.081
22808	"ENSG00000215769.8"	"ARHGAP27P1-BPTFP1-KPNA2P3"	chr17	-	64762686	64763066	64762686	64762710	64763027	64763066	22808	12,22,24	0,0,0	12,7,15	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.778,1.0	0.074
22809	"ENSG00000185787.15"	"MORF4L1"	chr15	+	78886140	78886374	78886140	78886227	78886350	78886374	22809	11,14,3	8,7,6	14,2,5	7,4,12	272	149	0.422831315391	1.0	0.43,0.523,0.215	0.523,0.215,0.186	0.081
22810	"ENSG00000185787.15"	"MORF4L1"	chr15	+	78890988	78891572	78890988	78891014	78891484	78891572	22810	12,13,9	1,1,0	12,10,9	0,0,0	298	149	1	1.0	0.857,0.867,1.0	1.0,1.0,1.0	-0.092
22811	"ENSG00000174652.19"	"ZNF266"	chr19	-	9418508	9418895	9418508	9418631	9418761	9418895	22811	28,22,16	9,3,4	25,26,24	2,7,18	279	149	0.596216898114	1.0	0.624,0.797,0.681	0.87,0.665,0.416	0.05
22812	"ENSG00000174652.19"	"ZNF266"	chr19	-	9418508	9418895	9418508	9418631	9418765	9418895	22812	29,22,16	3,2,3	28,28,24	9,2,9	283	149	0.0941644918112	0.627854525409	0.836,0.853,0.737	0.621,0.881,0.584	0.113
22813	"ENSG00000174652.19"	"ZNF266"	chr19	-	9418504	9419081	9418504	9418631	9418808	9419081	22813	22,15,10	2,0,0	27,30,24	0,0,0	298	149	1	1.0	0.846,1.0,1.0	1.0,1.0,1.0	-0.051
22814	"ENSG00000174652.19"	"ZNF266"	chr19	-	9418761	9419299	9418761	9419143	9419216	9419299	22814	10,15,6	3,0,0	8,12,7	3,1,2	222	149	0.0475053872522	0.415453763284	0.691,1.0,1.0	0.642,0.89,0.701	0.153
22815	"ENSG00000174652.19"	"ZNF266"	chr19	-	9418808	9419299	9418808	9418895	9419216	9419299	22815	17,21,8	2,0,0	24,24,9	1,0,3	298	149	0.507872648634	1.0	0.81,1.0,1.0	0.923,1.0,0.6	0.096
22817	"ENSG00000006042.12"	"TMEM98"	chr17	+	32931033	32931659	32931033	32931398	32931474	32931659	22817	0,0,0	0,1,0	1,1,0	0,0,0	225	149	1	1.0	NA,0.0,NA	1.0,1.0,NA	-1.0
22818	"ENSG00000173540.12"	"GMPPB"	chr3	-	49721972	49722358	49721972	49722147	49722230	49722358	22818	3,0,3	7,3,9	1,3,0	5,17,17	232	149	0.145269224174	0.803746262454	0.216,0.0,0.176	0.114,0.102,0.0	0.059
22819	"ENSG00000173540.12"	"GMPPB"	chr3	-	49723597	49723916	49723597	49723731	49723863	49723916	22819	86,70,68	0,1,0	76,72,73	0,0,0	281	149	1	1.0	1.0,0.974,1.0	1.0,1.0,1.0	-0.009
22820	"ENSG00000131238.17"	"PPT1"	chr1	-	40078559	40078838	40078559	40078658	40078811	40078838	22820	0,0,0	0,0,1	1,0,0	0,0,0	298	149	1	1.0	NA,NA,0.0	1.0,NA,NA	-1.0
22821	"ENSG00000140829.12"	"DHX38"	chr16	+	72096926	72097264	72096926	72097009	72097081	72097264	22821	12,4,7	0,0,1	6,6,8	0,0,0	221	149	1	1.0	1.0,1.0,0.825	1.0,1.0,1.0	-0.058
22822	"ENSG00000140829.12"	"DHX38"	chr16	+	72097159	72097781	72097159	72097264	72097676	72097781	22822	22,24,35	0,0,0	13,11,17	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.867,1.0,1.0	0.044
22823	"ENSG00000140829.12"	"DHX38"	chr16	+	72097159	72097781	72097159	72097531	72097676	72097781	22823	22,24,35	0,0,0	13,11,17	2,0,0	294	149	1	1.0	1.0,1.0,1.0	0.767,1.0,1.0	0.078
22824	"ENSG00000140829.12"	"DHX38"	chr16	+	72098650	72099045	72098650	72098792	72098926	72099045	22824	12,5,11	190,182,210	11,10,11	160,133,176	283	149	0.212717768218	0.986751068293	0.032,0.014,0.027	0.035,0.038,0.032	-0.011
22825	"ENSG00000140829.12"	"DHX38"	chr16	+	72098926	72099280	72098926	72099045	72099207	72099280	22825	10,7,17	0,2,0	12,22,13	0,0,1	298	149	1	1.0	1.0,0.636,1.0	1.0,1.0,0.867	-0.077
22826	"ENSG00000140829.12"	"DHX38"	chr16	+	72112412	72112639	72112412	72112529	72112629	72112639	22826	33,24,20	0,0,0	20,17,34	0,0,2	249	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.91	0.03
22827	"ENSG00000068079.7"	"IFI35"	chr17	+	43012949	43013334	43012949	43013194	43013266	43013334	22827	0,3,1	34,22,34	0,0,0	11,24,17	221	149	0.499704311284	1.0	0.0,0.084,0.019	0.0,0.0,0.0	0.034
22828	"ENSG00000162384.14"	"CZIB"	chr1	-	53218171	53218490	53218171	53218203	53218413	53218490	22828	3,1,0	59,62,57	4,1,1	72,64,60	298	149	0.79092134236	1.0	0.025,0.008,0.0	0.027,0.008,0.008	-0.003
22829	"ENSG00000162384.14"	"CZIB"	chr1	-	53218413	53219027	53218413	53218495	53218614	53219027	22829	1,2,4	0,0,0	7,2,2	0,0,2	268	149	0.600735074575	1.0	1.0,1.0,1.0	1.0,1.0,0.357	0.214
22830	"ENSG00000162384.14"	"CZIB"	chr1	-	53220260	53220592	53220260	53220344	53220476	53220592	22830	17,13,8	0,0,3	11,23,11	0,0,0	281	149	0.458286710109	1.0	1.0,1.0,0.586	1.0,1.0,1.0	-0.138
